  0.0000E+00,  0.1000E+01,
  0.5000E-01,  0.1000E+01,
  0.1000E+00,  0.1000E+01,
  0.1500E+00,  0.1000E+01,
  0.2000E+00,  0.1000E+01,
  0.2500E+00,  0.1000E+01,
  0.3000E+00,  0.1000E+01,
  0.3500E+00,  0.1000E+01,
  0.4000E+00,  0.1000E+01,
  0.4500E+00,  0.1875E+01,
  0.5000E+00,  0.4106E+01,
  0.5500E+00,  0.5203E+01,
  0.6000E+00,  0.5977E+01,
  0.6500E+00,  0.6580E+01,
  0.7000E+00,  0.7038E+01,
  0.7500E+00,  0.7446E+01,
  0.8000E+00,  0.7827E+01,
  0.8500E+00,  0.8156E+01,
  0.9000E+00,  0.8440E+01,
  0.9500E+00,  0.8731E+01,
  0.1000E+01,  0.8977E+01,
  0.1050E+01,  0.9237E+01,
  0.1100E+01,  0.9533E+01,
  0.1150E+01,  0.9800E+01,
  0.1200E+01,  0.1001E+02,
  0.1250E+01,  0.1026E+02,
  0.1300E+01,  0.1048E+02,
  0.1350E+01,  0.1070E+02,
  0.1400E+01,  0.1095E+02,
  0.1450E+01,  0.1114E+02,
  0.1500E+01,  0.1129E+02,
  0.1550E+01,  0.1145E+02,
  0.1600E+01,  0.1160E+02,
  0.1650E+01,  0.1176E+02,
  0.1700E+01,  0.1193E+02,
  0.1750E+01,  0.1208E+02,
  0.1800E+01,  0.1224E+02,
  0.1850E+01,  0.1240E+02,
  0.1900E+01,  0.1253E+02,
  0.1950E+01,  0.1266E+02,
  0.2000E+01,  0.1276E+02,
  0.2050E+01,  0.1286E+02,
  0.2100E+01,  0.1296E+02,
  0.2150E+01,  0.1307E+02,
  0.2200E+01,  0.1317E+02,
  0.2250E+01,  0.1327E+02,
  0.2300E+01,  0.1335E+02,
  0.2350E+01,  0.1343E+02,
  0.2400E+01,  0.1350E+02,
  0.2450E+01,  0.1358E+02,
  0.2500E+01,  0.1364E+02,
  0.2550E+01,  0.1371E+02,
  0.2600E+01,  0.1378E+02,
  0.2650E+01,  0.1384E+02,
  0.2700E+01,  0.1391E+02,
  0.2750E+01,  0.1397E+02,
  0.2800E+01,  0.1403E+02,
  0.2850E+01,  0.1408E+02,
  0.2900E+01,  0.1414E+02,
  0.2950E+01,  0.1419E+02,
  0.3000E+01,  0.1425E+02,
  0.3050E+01,  0.1430E+02,
  0.3100E+01,  0.1435E+02,
  0.3150E+01,  0.1440E+02,
  0.3200E+01,  0.1445E+02,
  0.3250E+01,  0.1450E+02,
  0.3300E+01,  0.1455E+02,
  0.3350E+01,  0.1459E+02,
  0.3400E+01,  0.1465E+02,
  0.3450E+01,  0.1469E+02,
  0.3500E+01,  0.1473E+02,
  0.3550E+01,  0.1478E+02,
  0.3600E+01,  0.1482E+02,
  0.3650E+01,  0.1486E+02,
  0.3700E+01,  0.1489E+02,
  0.3750E+01,  0.1493E+02,
  0.3800E+01,  0.1497E+02,
  0.3850E+01,  0.1501E+02,
  0.3900E+01,  0.1505E+02,
  0.3950E+01,  0.1508E+02,
  0.4000E+01,  0.1512E+02,
  0.4050E+01,  0.1515E+02,
  0.4100E+01,  0.1519E+02,
  0.4150E+01,  0.1522E+02,
  0.4200E+01,  0.1526E+02,
  0.4250E+01,  0.1530E+02,
  0.4300E+01,  0.1533E+02,
  0.4350E+01,  0.1536E+02,
  0.4400E+01,  0.1539E+02,
  0.4450E+01,  0.1542E+02,
  0.4500E+01,  0.1545E+02,
  0.4550E+01,  0.1547E+02,
  0.4600E+01,  0.1550E+02,
  0.4650E+01,  0.1552E+02,
  0.4700E+01,  0.1555E+02,
  0.4750E+01,  0.1557E+02,
  0.4800E+01,  0.1560E+02,
