  0.0000E+00,  0.1000E+01,
  0.5000E-01,  0.1000E+01,
  0.1000E+00,  0.1000E+01,
  0.1500E+00,  0.1000E+01,
  0.2000E+00,  0.1000E+01,
  0.2500E+00,  0.1000E+01,
  0.3000E+00,  0.1000E+01,
  0.3500E+00,  0.1000E+01,
  0.4000E+00,  0.1000E+01,
  0.4500E+00,  0.1287E+01,
  0.5000E+00,  0.3321E+01,
  0.5500E+00,  0.4747E+01,
  0.6000E+00,  0.5678E+01,
  0.6500E+00,  0.6372E+01,
  0.7000E+00,  0.6906E+01,
  0.7500E+00,  0.7351E+01,
  0.8000E+00,  0.7719E+01,
  0.8500E+00,  0.8058E+01,
  0.9000E+00,  0.8344E+01,
  0.9500E+00,  0.8604E+01,
  0.1000E+01,  0.8866E+01,
  0.1050E+01,  0.9114E+01,
  0.1100E+01,  0.9373E+01,
  0.1150E+01,  0.9593E+01,
  0.1200E+01,  0.9788E+01,
  0.1250E+01,  0.9997E+01,
  0.1300E+01,  0.1020E+02,
  0.1350E+01,  0.1040E+02,
  0.1400E+01,  0.1059E+02,
  0.1450E+01,  0.1075E+02,
  0.1500E+01,  0.1090E+02,
  0.1550E+01,  0.1104E+02,
  0.1600E+01,  0.1120E+02,
  0.1650E+01,  0.1136E+02,
  0.1700E+01,  0.1154E+02,
  0.1750E+01,  0.1170E+02,
  0.1800E+01,  0.1183E+02,
  0.1850E+01,  0.1198E+02,
  0.1900E+01,  0.1211E+02,
  0.1950E+01,  0.1223E+02,
  0.2000E+01,  0.1234E+02,
  0.2050E+01,  0.1245E+02,
  0.2100E+01,  0.1256E+02,
  0.2150E+01,  0.1266E+02,
  0.2200E+01,  0.1276E+02,
  0.2250E+01,  0.1286E+02,
  0.2300E+01,  0.1297E+02,
  0.2350E+01,  0.1307E+02,
  0.2400E+01,  0.1321E+02,
  0.2450E+01,  0.1335E+02,
  0.2500E+01,  0.1345E+02,
  0.2550E+01,  0.1354E+02,
  0.2600E+01,  0.1362E+02,
  0.2650E+01,  0.1369E+02,
  0.2700E+01,  0.1376E+02,
  0.2750E+01,  0.1382E+02,
  0.2800E+01,  0.1389E+02,
  0.2850E+01,  0.1394E+02,
  0.2900E+01,  0.1400E+02,
  0.2950E+01,  0.1406E+02,
  0.3000E+01,  0.1411E+02,
  0.3050E+01,  0.1416E+02,
  0.3100E+01,  0.1421E+02,
  0.3150E+01,  0.1426E+02,
  0.3200E+01,  0.1430E+02,
  0.3250E+01,  0.1435E+02,
  0.3300E+01,  0.1439E+02,
  0.3350E+01,  0.1444E+02,
  0.3400E+01,  0.1449E+02,
  0.3450E+01,  0.1453E+02,
  0.3500E+01,  0.1457E+02,
  0.3550E+01,  0.1462E+02,
  0.3600E+01,  0.1466E+02,
  0.3650E+01,  0.1471E+02,
  0.3700E+01,  0.1475E+02,
  0.3750E+01,  0.1480E+02,
  0.3800E+01,  0.1484E+02,
  0.3850E+01,  0.1488E+02,
  0.3900E+01,  0.1493E+02,
  0.3950E+01,  0.1497E+02,
  0.4000E+01,  0.1501E+02,
  0.4050E+01,  0.1505E+02,
  0.4100E+01,  0.1509E+02,
  0.4150E+01,  0.1513E+02,
  0.4200E+01,  0.1516E+02,
  0.4250E+01,  0.1520E+02,
  0.4300E+01,  0.1523E+02,
  0.4350E+01,  0.1527E+02,
  0.4400E+01,  0.1530E+02,
  0.4450E+01,  0.1532E+02,
  0.4500E+01,  0.1535E+02,
  0.4550E+01,  0.1538E+02,
  0.4600E+01,  0.1541E+02,
  0.4650E+01,  0.1543E+02,
  0.4700E+01,  0.1545E+02,
  0.4750E+01,  0.1549E+02,
  0.4800E+01,  0.1551E+02,
