  0.0000E+00,  0.1000E+01,
  0.5000E-01,  0.1000E+01,
  0.1000E+00,  0.1000E+01,
  0.1500E+00,  0.1000E+01,
  0.2000E+00,  0.1000E+01,
  0.2500E+00,  0.1000E+01,
  0.3000E+00,  0.1000E+01,
  0.3500E+00,  0.1000E+01,
  0.4000E+00,  0.1000E+01,
  0.4500E+00,  0.1000E+01,
  0.5000E+00,  0.1000E+01,
  0.5500E+00,  0.1000E+01,
  0.6000E+00,  0.1054E+01,
  0.6500E+00,  0.3108E+01,
  0.7000E+00,  0.4528E+01,
  0.7500E+00,  0.5453E+01,
  0.8000E+00,  0.6169E+01,
  0.8500E+00,  0.6649E+01,
  0.9000E+00,  0.7047E+01,
  0.9500E+00,  0.7433E+01,
  0.1000E+01,  0.7751E+01,
  0.1050E+01,  0.8091E+01,
  0.1100E+01,  0.8402E+01,
  0.1150E+01,  0.8671E+01,
  0.1200E+01,  0.8962E+01,
  0.1250E+01,  0.9226E+01,
  0.1300E+01,  0.9482E+01,
  0.1350E+01,  0.9701E+01,
  0.1400E+01,  0.9917E+01,
  0.1450E+01,  0.1013E+02,
  0.1500E+01,  0.1035E+02,
  0.1550E+01,  0.1056E+02,
  0.1600E+01,  0.1076E+02,
  0.1650E+01,  0.1098E+02,
  0.1700E+01,  0.1120E+02,
  0.1750E+01,  0.1138E+02,
  0.1800E+01,  0.1155E+02,
  0.1850E+01,  0.1172E+02,
  0.1900E+01,  0.1190E+02,
  0.1950E+01,  0.1207E+02,
  0.2000E+01,  0.1223E+02,
  0.2050E+01,  0.1239E+02,
  0.2100E+01,  0.1255E+02,
  0.2150E+01,  0.1269E+02,
  0.2200E+01,  0.1281E+02,
  0.2250E+01,  0.1292E+02,
  0.2300E+01,  0.1302E+02,
  0.2350E+01,  0.1312E+02,
  0.2400E+01,  0.1322E+02,
  0.2450E+01,  0.1331E+02,
  0.2500E+01,  0.1340E+02,
  0.2550E+01,  0.1348E+02,
  0.2600E+01,  0.1355E+02,
  0.2650E+01,  0.1363E+02,
  0.2700E+01,  0.1370E+02,
  0.2750E+01,  0.1380E+02,
  0.2800E+01,  0.1388E+02,
  0.2850E+01,  0.1395E+02,
  0.2900E+01,  0.1403E+02,
  0.2950E+01,  0.1408E+02,
  0.3000E+01,  0.1415E+02,
  0.3050E+01,  0.1422E+02,
  0.3100E+01,  0.1429E+02,
  0.3150E+01,  0.1434E+02,
  0.3200E+01,  0.1440E+02,
  0.3250E+01,  0.1446E+02,
  0.3300E+01,  0.1451E+02,
  0.3350E+01,  0.1456E+02,
  0.3400E+01,  0.1461E+02,
  0.3450E+01,  0.1466E+02,
  0.3500E+01,  0.1471E+02,
  0.3550E+01,  0.1476E+02,
  0.3600E+01,  0.1481E+02,
  0.3650E+01,  0.1485E+02,
  0.3700E+01,  0.1490E+02,
  0.3750E+01,  0.1494E+02,
  0.3800E+01,  0.1498E+02,
  0.3850E+01,  0.1503E+02,
  0.3900E+01,  0.1507E+02,
  0.3950E+01,  0.1511E+02,
  0.4000E+01,  0.1514E+02,
  0.4050E+01,  0.1517E+02,
  0.4100E+01,  0.1521E+02,
  0.4150E+01,  0.1524E+02,
  0.4200E+01,  0.1527E+02,
  0.4250E+01,  0.1530E+02,
  0.4300E+01,  0.1533E+02,
  0.4350E+01,  0.1536E+02,
  0.4400E+01,  0.1539E+02,
  0.4450E+01,  0.1542E+02,
  0.4500E+01,  0.1544E+02,
  0.4550E+01,  0.1547E+02,
  0.4600E+01,  0.1550E+02,
  0.4650E+01,  0.1552E+02,
  0.4700E+01,  0.1555E+02,
  0.4750E+01,  0.1557E+02,
  0.4800E+01,  0.1559E+02,
